Level,Text
A2,"ADIVINANZAS
¿En qué mes hablan menos las mujeres?—En el de febrero.
¿Cuál es el mayor castigo para un bígamo?—Tener dos suegras.
¿Quién es el que lleva sin escrúpulo su sombrero en la cabeza lo mismo delante de un príncipe que de un rey o de un emperador?—El cochero.
¿Qué es lo que llevaba Alejandro en la mano izquierda cuando tomó la ciudad de Lamsaco?—Los cinco dedos.
¿Qué es lo que pasa el río sin hacer sombra?—El sonido de las campanas.
¿Qué es lo que se deja quemar por guardar un secreto?—El lacre.
¿Qué es lo que va de Madrid a Zaragoza sin moverse y sin dar un paso?—La carretera.
¿Cuándo entran los perros en las iglesias?—Cuando están abiertas las puertas.
¿Porqué es una mujer deforme cuando está remendando sus medias?—Porque sus manos están donde debían estar sus pies.
¿Porqué los molineros llevan sombrero gris y los carboneros negro?—Por cubrirse la cabeza.
¿En qué se parecen las mujeres a los montes?—En que tienen faldas.
¿Qué fue lo último que consiguió Isabel la Católica?—Morirse.
¿En qué se parecen las pesetas a los zapatos?—En que se gastan.
¿Qué es lo que hacen con el tiempo todos los hombres y todas las mujeres los nobles y los plebeyos los grandes y los pequeños los ricos y los pobres?—Envejecer."
A2,"BUENA GANGA
Una mañana entró un caballero en la tienda de un prendero. Él sacó un cuadro y dijo con cortesía:
—Voy ahora a la oficina. ¿Hará Vd. el favor de guardarme este cuadro? Lo recogeré por la tarde cuando vuelva a casa.
—Con mucho gusto caballero—respondió el prendero.
—Espero que no lo toque nadie porque es un cuadro de gran valor. Mi abuelo lo compró hace muchos años y lo apreciamos mucho.
El prendero examinó el cuadro luego empezó a arreglar sus muebles. Después de una hora se presentó otro caballero. Quería comprar una mesa y algunas sillas. No le gustaron los muebles pero antes de marcharse vio el cuadro. Lo examinó con cuidado y luego preguntó el precio.
—No puedo venderlo—contestó el prendero—no es mío.
El caballero lo volvió a examinar y dijo:
—Le ofrezco cien duros además del precio del cuadro si quiere Vd. venderlo.
—Ya he dicho que no puedo venderlo pues no es mío.
image
El caballero se marchó y después de algunos minutos volvió con otro hombre. Dijo que éste era pintor.
Los dos hombres examinaron el cuadro con cuidado hablaron en secreto algunos minutos y después el comprador dijo al prendero:
—Doy cuarenta mil reales por el cuadro y cuatro mil reales para Vd. si quiere venderlo.
—Caballero—dijo el prendero—si quiere Vd. volver mañana tal vez pueda yo vender el cuadro; pero ahora no puedo prometer nada.
Cuando se marcharon los dos el prendero escondió el cuadro. A las cuatro de la tarde volvió el dueño.
—¿En dónde está mi cuadro?
—Tengo que hablar con Vd.
—Bien hable Vd. pero tengo prisa y quiero el cuadro. ¿Dónde está?
—¿Quiere Vd. venderlo?
—No señor.
—Le doy cien duros por él.
—No quiero venderlo.
—Doscientos.
—Nada."
A2,"«No te rindas» - Poema de Mario Benedetti
Estrofa 1
No te rindas aún estás a tiempo
De alcanzar y comenzar de nuevo
Aceptar tus sombras
Enterrar tus miedos
Liberar el lastre
Retomar el vuelo.
Estrofa 2
No te rindas que la vida es eso
Continuar el viaje
Perseguir tus sueños
Destrabar el tiempo
Correr los escombros
Y destapar el cielo.
Estrofa 3
No te rindas por favor no cedas
Aunque el frío queme
Aunque el miedo muerda
Aunque el sol se esconda
Y se calle el viento
Aún hay fuego en tu alma
Aún hay vida en tus sueños.
Estrofa 4
Porque la vida es tuya y tuyo también el deseo
Porque lo has querido y porque te quiero
Porque existe el vino y el amor es cierto.
Porque no hay heridas que no cure el tiempo.
Estrofa 5
Abrir las puertas
Quitar los cerrojos
Abandonar las murallas que te protegieron
Vivir la vida y aceptar el reto
Recuperar la risa
Ensayar un canto
Bajar la guardia y extender las manos
Desplegar las alas
E intentar de nuevo
Celebrar la vida y retomar los cielos."
A2,"Hoy es día de clase. Como todas las mañanas Marcos se levanta con sueño. Hoy tiene clase de matemáticas inglés y ciencia. Se viste desayuna y comienza el camino hacia la escuela. Se encuentra con su amigo Pablo. Los dos van juntos a clase desde que eran pequeños y siempre que pueden quedan para jugar en el parque al fútbol su deporte favorito. Su mesa está junto a la de Marcos y su mochila es muy parecida a la de Marcos.
Cuando llegan el profesor ya está esperando. Se sientan en su silla rápido y sacan el libro el papel el lápiz y la regla. El profesor ha indicado un ejercicio que tienen que hacer. Es un ejercicio complicado. Cuando todos los alumnos están pensando en el ejercicio llega el director de la escuela con un alumno junto a él. Es un nuevo compañero de clase. Estudiará con Marcos Pablo y el resto de la clase. Como no hay ninguna mesa vacía el nuevo alumno se coloca en el escritorio del profesor hasta que le traigan su mesa. Es divertido verlo en ese lugar detrás del escritorio como otro profesor más.
La clase de arte es la favorita de Marcos. Puede dibujar cosas bonitas y la hora pasa muy rápido. Hoy ha dibujado un caballo. Le ha quedado muy bien. Cuando terminan las clases Pablo y él se van juntos a casa. En el camino se encuentran con el alumno nuevo. Hablan un poco con él. Se llama Andrew y es de Estados Unidos. Es un chico simpático. A Pablo y Marcos les gustaría que pusieran la nueva mesa de Andrew cerca de la suya."
A2,"Hoy hace mucho frío. Es invierno y todas las calles están cubiertas de nieve. Dentro de poco vendrá la primavera y con ella el sol y el tiempo cálido. La semana pasada estuvo de lluvia y tormenta. Incluso un rayo cayó encima de la campana de la catedral pero no ocurrió nada. Los truenos siempre me han dado miedo y mucho respeto. Pero tenemos suerte... pues la previsión del tiempo para mañana es muy buena. Dicen que hoy habrá heladas y por la tarde granizo pero mañana el día será soleado. A ver si tengo suerte y veo algún arcoíris.
Tengo amigos que ahora mismo están en Brasil. Allí el tiempo es muy diferente. La atmósfera está más caliente porque están en verano. Aunque dicen que ayer hizo mucho viento. Sin embargo aquí todo está cubierto de nubes ¡incluso ayer la niebla cubría las casas! No se veía nada. También tenemos que tener cuidado con el hielo se resbala fácilmente en él. A poca gente le gusta la lluvia ¡pero es muy necesaria para vivir! Pero pronto vendrá el sol y cesará el mal tiempo."
A2,"Me llamo María Pérez y tengo diecinueve años. Nací en Málaga pero vivo en Granada. Soy estudiante
de primer curso de Periodismo. De lunes a viernes me levanto a las siete y media desayuno y camino
hasta la universidad.
Entro en clase a las nueve y salgo a la una. Al medio día como en mi casa y veo la televisión. Por la
tarde estudio hasta las siete y después quedo con mis amigas.
A nosotras nos gusta mucho el cine el teatro y la música. Los viernes por la noche cenamos pizza y
bailamos en la discoteca. Todos los sábados visito a mi familia en Málaga.
El domingo por la tarde regreso a Granada y si hace sol salgo con mi perro a dar un paseo. ¡Me
encantan los animales!"
A2,"Lucas 4 Nueva Versión Internacional (NVI)
Tentación de Jesús
4 Jesús lleno del Espíritu Santo volvió del Jordán y fue llevado por el Espíritu al desierto. 2 Allí estuvo cuarenta días y fue tentado por el diablo. No comió nada durante esos días pasados los cuales tuvo hambre.
3 —Si eres el Hijo de Dios —le propuso el diablo— dile a esta piedra que se convierta en pan.
4 Jesús le respondió:
—Escrito está: “No solo de pan vive el hombre”.[a]
5 Entonces el diablo lo llevó a un lugar alto y le mostró en un instante todos los reinos del mundo.
6 —Sobre estos reinos y todo su esplendor —le dijo— te daré la autoridad porque a mí me ha sido entregada y puedo dársela a quien yo quiera. 7 Así que si me adoras todo será tuyo.
Jesús le contestó:
8 —Escrito está: “Adora al Señor tu Dios y sírvele solamente a él”.[b]
9 El diablo lo llevó luego a Jerusalén e hizo que se pusiera de pie en la parte más alta del templo y le dijo:
—Si eres el Hijo de Dios ¡tírate de aquí! 10 Pues escrito está:
»“Ordenará que sus ángeles te cuiden.
Te sostendrán en sus manos
11 para que no tropieces con piedra alguna”».[c]
12 —También está escrito: “No pongas a prueba al Señor tu Dios”[d] —le replicó Jesús.
13 Así que el diablo habiendo agotado todo recurso de tentación lo dejó hasta otra oportunidad."
A2,"Libertad una palabra enorme
1. Libertad es una palabra enorme. Por ejemplo cuando terminan las clases se dice que una está en libertad. Mientras dura la libertad una pasa una juega una no tiene por qué estudiar. Se dice que un país es libre cuando una mujer cualquiera o un hombre cualquiera hace lo que se le antoja. Pero hasta los países libres tienen cosas muy prohibidas. Por ejemplo matar (…).
5. Libertad quiere decir muchas cosas. Por ejemplo si una no está presa se dice que está en libertad. Pero mi papá está preso aunque está en Libertad porque así se llama la cárcel donde está hace ya muchos años. (…) Mi papá es un preso pero no porque haya matado o robado o llegado tarde a la escuela. Graciela dice que mi papá está en Libertad o sea preso por sus ideas. Parece que mi papá era famoso por sus ideas. Yo también a veces tengo ideas pero todavía no soy famosa. Por eso no estoy en Libertad o sea que no estoy presa.
11. O sea que la libertad es una palabra enorme. Graciela dice que ser un preso político como mi papá no es ninguna vergüenza. Que es casi un orgullo. ¿Por qué casi? Es orgullo o es vergüenza. ¿Le gustaría que yo dijera que es casi vergüenza? Yo estoy orgullosa no casi orgullosa de mi papá porque tuvo muchísimas ideas tantas y tantísimas que lo metieron preso por ellas. Yo creo que ahora mi papá seguirá teniendo ideas pero es casi seguro que no se las dice a nadie porque si las dice cuando salga de Libertad para vivir en libertad lo pueden meter otra vez en Libertad. ¿Ven como es enorme?
Beatriz una palabra enorme
Mario Benedetti"
A2,
A2,"La cita misteriosa
SONIA: Hola mamá ya terminamos las clases. Voy a casa.
MAMÁ: Bueno yo no estaré en casa esta noche.
SONIA: ¡Qué bien! ¿Vas a salir con Alicia?
MAMÁ: No.
SONIA: Entonces ¿con tus amigas de la clase de arte?
MAMÁ: No.
SONIA: ¿Con la vecina que tiene muchos gatos?
MAMÁ: No.
SONIA: Entonces ¿adónde vas a ir?
MAMÁ: Tengo una cita.
SONIA: ¿Una cita de verdad?
MAMÁ: Sí él va a venir a las seis y usará un traje.
SONIA: Esa es una cita de verdad.
MAMÁ: Estoy nerviosa…
SONIA: Mamá todo estará bien.
SONIA: Muchas personas tienen citas.
SONIA: ¿Cómo se llama él?
MAMÁ: No te puedo decir.
SONIA: ¿Es un espía o algo así?
MAMÁ: Es muy amable.
SONIA: Los hombres amables tienen nombre. ¿Se llama Roberto?
MAMÁ: No.
SONIA: ¿Ricardo? ¿Manuel? ¿José?
MAMÁ: Bueno él se llama Antonio."
A2,"Duolingo Stories 02-02 Tres deseos
GENIO: ¡Tus deseos son órdenes!
LAURA: ¿De dónde saliste?
GENIO: De la lámpara que acabas de frotar. ¡Soy un genio! ¿Cuáles son tus tres deseos?
LAURA: Pero solo estaba limpiando esto. Entonces ¿eres un genio?
GENIO: Sí salí de la lámpara. Dime tus deseos.
LAURA: Bueno va a ser difícil.
GENIO: ¿Qué tal ser millonaria tener un carro grande o ir en un crucero?
LAURA: No lo sé.
GENIO: No es difícil. Solo di ""Quiero ser millonaria.""
LAURA: Quizá no quiero ser millonaria.
GENIO: Mira tengo que ver a más gente. Puedes desear ser más alta. Puedo hacerte medir dos metros.
LAURA: No lo sé.
GENIO: ¿No sabes qué? Pareces una persona que podría necesitar un yate.
LAURA: Me cuesta mucho tomar decisiones.
GENIO: ¿En serio? Bueno mira solo repite después de mí.
LAURA: No te entiendo.
GENIO: Solo di ""Quiero un carro grande una mansión y un yate.""
LAURA: Quiero un carro grande una mansión y un yate.
GENIO: ¡Eso es! Ahora lo tienes todo. Dime ¿adónde irás en el yate?
LAURA: ¡Si tan solo pudiera decidir!"
A2,"Caminante no hay Camino
por Antonio Machado
Caminante son tus huellas
el camino y nada más;
Caminante no hay camino
se hace camino al andar.
Al andar se hace el camino
y al volver la vista atrás
se ve la senda que nunca
se ha de volver a pisar.
Caminante no hay camino
sino estelas en la mar."
A2,"El niño al que se le murió el amigo
[Minicuento - Texto completo.]
Ana María Matute
Una mañana se levantó y fue a buscar al amigo al otro lado de la valla. Pero el amigo no estaba y cuando volvió le dijo la madre:
-El amigo se murió. Niño no pienses más en él y busca otros para jugar.
El niño se sentó en el quicio de la puerta con la cara entre las manos y los codos en las rodillas. «Él volverá» pensó. Porque no podía ser que allí estuviesen las canicas el camión y la pistola de hojalata y el reloj aquel que ya no andaba y el amigo no viniese a buscarlos. Vino la noche con una estrella muy grande y el niño no quería entrar a cenar.
-Entra niño que llega el frío -dijo la madre.
Pero en lugar de entrar el niño se levantó del quicio y se fue en busca del amigo con las canicas el camión la pistola de hojalata y el reloj que no andaba. Al llegar a la cerca la voz del amigo no le llamó ni le oyó en el árbol ni en el pozo. Pasó buscándole toda la noche. Y fue una larga noche casi blanca que le llenó de polvo el traje y los zapatos. Cuando llegó el sol el niño que tenía sueño y sed estiró los brazos y pensó: «Qué tontos y pequeños son esos juguetes. Y ese reloj que no anda no sirve para nada». Lo tiró todo al pozo y volvió a la casa con mucha hambre. La madre le abrió la puerta y dijo: «Cuánto ha crecido este niño Dios mío cuánto ha crecido». Y le compró un traje de hombre porque el que llevaba le venía muy corto."
A2,"Verso 1
Aun antes de hablar
Ya cantabas sobre mi
Tu has sido bueno para mi
Antes de respirar
Soplaste tu vida en mi
Tu haz sido bueno para mi
Coro
Oh tu amor me envuelve
Inagotable
Amor sin condición
Me persigue y deja
Las noventa y nueve
Y va por mí
No puedo ganarlo
Ni merecerlo
Mas todo diste por mí
Oh tu amor me envuelve
Inagotable
Amor sin condición
Verso 2
Cuando tu enemigo fui
Tu amor luchó por mi
Tu has sido bueno para mí
Cuando no ví mi valor
Todo diste por mí
Tu has sido bueno para mí
Bridge
No hay sombra que no alumbres
Montaña que no escales
Para encontrarme a mi
No hay pared que no derrumbes
Mentira que no rompas
Para encontrarme a mi"
A2,"Canción del pirata
Con diez cañones por banda
viento en popa a toda vela
no corta el mar sino vuela
un velero bergantín;
bajel pirata que llaman
por su bravura el Temido
en todo el mar conocido
del uno al otro confín.
La luna en el mar riela
en la lona gime el viento
y alza en blando movimiento
olas de plata y azul;
y ve el capitán pirata
cantando alegre en la popa
Asia a un lado al otro Europa
Y allá a su frente Estambul:
-Navega velero mío
sin temor
que ni enemigo navío
ni tormenta ni bonanza
tu rumbo a torcer alcanza
ni a sujetar tu valor.
Veinte presas
hemos hecho
a despecho
del inglés
y han rendido
sus pendones
cien naciones
a mis pies.
Que es mi barco mi tesoro
que es mi Dios la libertad;
mi ley la fuerza y el viento;
mi única patria la mar.
Allá muevan feroz guerra
ciegos reyes
por un palmo más de tierra
que yo tengo aquí por mío
cuanto abarca el mar bravío
a quien nadie impuso leyes.
Y no hay playa
sea cualquiera







;
 ;
 .
¡ !


:

.



:



.

;
 ;
 .
¡ !
:



.

¿ ?




.

;
 ;
 .





.







.

;
 ;
 ."
A2,"Hay golpes en la vida tan fuertes... ¡Yo no sé!
Golpes como del odio de Dios; como si ante ellos
la resaca de todo lo sufrido
se empozara en el alma... ¡Yo no sé!
Son pocos; pero son... Abren zanjas oscuras
en el rostro más fiero y en el lomo más fuerte.
Serán tal vez los potros de bárbaros Atilas;
o los heraldos negros que nos manda la Muerte.
Son las caídas hondas de los Cristos del alma
de alguna fe adorable que el Destino blasfema.
Esos golpes sangrientos son las crepitaciones
de algún pan que en la puerta del horno se nos quema.
Y el hombre... Pobre... ¡pobre! Vuelve los ojos como
cuando por sobre el hombro nos llama una palmada;
vuelve los ojos locos y todo lo vivido
se empoza como charco de culpa en la mirada.
Hay golpes en la vida tan fuertes... ¡Yo no sé!"
A2,"En el principio Dios creó los cielos y la tierra. La tierra estaba sin orden y vacía y las tinieblas cubrían la superficie del abismo y el Espíritu de Dios se movía sobre la superficie de las aguas. Entonces dijo Dios: ""Sea la luz."" Y hubo luz. Dios vio que la luz era buena; y Dios separó la luz de las tinieblas. Y Dios llamó a la luz día y a las tinieblas llamó noche. Y fue la tarde y fue la mañana: un día.
Génesis 1:1-5
https://www.bible.com/bible/103/GEN.1.1-5"
A2,"En el principio ya existía el Verbo (la Palabra) y el Verbo estaba con Dios y el Verbo era Dios. El estaba (existía) en el principio con Dios. Todas las cosas fueron hechas por medio de El y sin El nada de lo que ha sido hecho fue hecho. En El estaba (existía) la vida y la vida era la Luz de los hombres. La Luz brilla en las tinieblas y las tinieblas no la comprendieron (no la dominaron).
Juan 1:1-5
https://www.bible.com/bible/103/JHN.1.1-5"
A2,"Juan 1 Nueva Versión Internacional (NVI)
El Verbo se hizo hombre
1 En el principio ya existía el Verbo
y el Verbo estaba con Dios
y el Verbo era Dios.
2 Él estaba con Dios en el principio.
3 Por medio de él todas las cosas fueron creadas;
sin él nada de lo creado llegó a existir.
4 En él estaba la vida
y la vida era la luz de la humanidad.
5 Esta luz resplandece en las tinieblas
y las tinieblas no han podido extinguirla.[a]
6 Vino un hombre llamado Juan. Dios lo envió 7 como testigo para dar testimonio de la luz a fin de que por medio de él todos creyeran. 8 Juan no era la luz sino que vino para dar testimonio de la luz. 9 Esa luz verdadera la que alumbra a todo ser humano venía a este mundo.[b]
10 El que era la luz ya estaba en el mundo y el mundo fue creado por medio de él pero el mundo no lo reconoció. 11 Vino a lo que era suyo pero los suyos no lo recibieron. 12 Mas a cuantos lo recibieron a los que creen en su nombre les dio el derecho de ser hijos de Dios. 13 Estos no nacen de la sangre ni por deseos naturales ni por voluntad humana sino que nacen de Dios.
14 Y el Verbo se hizo hombre y habitó[c] entre nosotros. Y hemos contemplado su gloria la gloria que corresponde al Hijo unigénito del Padre lleno de gracia y de verdad.
15 Juan dio testimonio de él y a voz en cuello proclamó: «Este es aquel de quien yo decía: “El que viene después de mí es superior a mí porque existía antes que yo”». 16 De su plenitud todos hemos recibido gracia sobre gracia 17 pues la ley fue dada por medio de Moisés mientras que la gracia y la verdad nos han llegado por medio de Jesucristo. 18 A Dios nadie lo ha visto nunca; el Hijo unigénito que es Dios[d] y que vive en unión íntima con el Padre nos lo ha dado a conocer.
Juan el Bautista niega ser el Cristo
19 Este es el testimonio de Juan cuando los judíos de Jerusalén enviaron sacerdotes y levitas a preguntarle quién era. 20 No se negó a declararlo sino que confesó con franqueza:
―Yo no soy el Cristo.
21 ―¿Quién eres entonces? —le preguntaron—. ¿Acaso eres Elías?
―No lo soy.
―¿Eres el profeta?
―No lo soy.
22 ―¿Entonces quién eres? ¡Tenemos que llevar una respuesta a los que nos enviaron! ¿Cómo te ves a ti mismo?
23 ―Yo soy la voz del que grita en el desierto: “Enderecen el camino del Señor”[e] —respondió Juan con las palabras del profeta Isaías.
24 Algunos que habían sido enviados por los fariseos 25 lo interrogaron:
―Pues si no eres el Cristo ni Elías ni el profeta ¿por qué bautizas?"
A2,¿Te gusta Legos? Si así por favor te gusta este artículo.
A2,
A2,"Entró una vez en una fonda un ventrílocuo acompañado de su hermoso y muy inteligente perro. Se sentó a una mesa llamó al mozo y dijo:
—Tráigame Vd. un biftec.
Estaba ya al punto de irse el mozo para ejecutar la orden cuando se detuvo pasmado. Oyó distintamente que dijo el perro:
—Tráigame a mí también un biftec.

Estaba sentado a la misma mesa en frente al ventrílocuo un ricazo que tenía más dinero que inteligencia. Éste dejó caer el tenedor y el cuchillo y miró al perro maravilloso. Mientras tanto había vuelto el mozo. Puso un biftec sobre la mesa delante del dueño y el otro en el suelo delante del perro. Sin hacer caso del asombro general hombre y perro comieron con buen apetito. Después dijo el dueño:
—Mozo tráigame Vd. un vaso de vino.—Y añadió el perro:—Tráigame a mí un vaso de agua.
En esto todos en la sala cesaron de comer y se pusieron a observar esta escena extraordinaria. Volviéndose al ventrílocuo preguntó el ricazo:
—¿Quiere Vd. vender este perro? Nunca he visto animal tan inteligente.
Pero el amo contestó:
—Este perro no se vende. Es mi mejor amigo y no podemos vivir el uno sin el otro.
Apenas hubo concluido éste cuando dijo el perro:
—Es verdad lo que dice mi amo. No quiero que me venda.
Entonces el ricazo sacó la bolsa y poniendo sobre la mesa un billete de quinientos duros sin decir palabra dirigió al ventrílocuo una mirada interrogativa.
—A fe mía—dijo éste—esto ya es otro cantar. Veo ahora que puede hablar también el dinero. Es de Vd. el perro.
Después de haber concluido la comida el ricazo muy alegre y ufano partió con el animal que al momento de salir pronunció con voz casi ahogada de disgusto y de cólera estas palabras:
—Miserable me ha vendido Vd. Pero juro por todos los santos que en toda mi vida no diré otra palabra."
A2,"UN PORTERO EXACTO
Una señora dió orden un día a su portero:
—Di a todas personas que no estoy en casa.
Por la noche al referirle el portero los nombres de las personas que habían estado a la puerta pronunció el de la hermana de la señora y entonces la señora dijo:
—Ya te he dicho que para mi hermana siempre estoy en casa hombre; debiste haberla dejado entrar.
Al día siguiente salió la señora a hacer unas visitas y poco después llega su hermana.
—¿Está tu señora en casa?—le pregunta al portero.
—Sí señora—contesta éste.
Sube la señora y busca en balde por todas partes a su hermana. Vuelve a bajar y le dice al portero:
—Mi hermana debe de haber salido porque no la he hallado.
—Sí señora ha salido pero me dijo anoche que para Vd. siempre estaba en casa."
A2,"Historia 14
Esta es la historia de Karina una mujer que quiere aprender a bailar.
A)
A Karina le gusta escuchar música.
Ella quiere aprender a bailar.
Ella va a su primera clase de baile.
La maestra le dice que estire sus piernas.
Karina trata de estirar sus piernas.
Pero ella no se puede estirar mucho.
La maestra le dice que salte.
Karina intenta saltar pero se cae.
Los músculos de Karina están doloridos después de clase.
Tal vez ella no pueda aprender a bailar.
Esta es la misma historia contada por Karina.
B)
A mí me gusta escuchar música.
Yo quiero aprender a bailar.
Voy a mi primera clase de baile.
La maestra me dice que estire mis piernas.
Trato de estirar mis piernas.
Pero no me puedo estirar mucho.
La maestra me dice que salte.
Yo intento saltar pero me caigo.
Mis músculos están doloridos después de clase.
Tal vez no puedo aprender a bailar."
A2,"1. No hay rosa sin espinas.
2. No es oro todo lo que reluce.
3. Más vale pájaro en mano que cien volando.
4. Más vale tarde que nunca.
5. La caridad empieza por nosotros mismos.
6. Todas las aves con sus pares.
7. Tal padre tal hijo.
8. El hombre propone y Dios dispone.
9. Sobre gusto no hay nada escrito.
Cuanto sabes no dirás cuanto ves no juzgarás si quieres vivir en paz.
Cuanto mayor es la subida tanto mayor es la descendida.
Entre padres y hermanos no metas tus manos.
En tierra de ciegos el tuerto es rey.
En cada tierra su uso y en cada casa su costumbre.
En boca cerrada no entran moscas.
En buen día buenas obras.
El viejo en su tierra y el mozo en la ajena mienten de una misma manera.
El tiempo cura al enfermo que no el ungüento.
El que tiene tejado de vidrio no tire piedras al de su vecino.
El mozo perezoso por no dar un paso da ocho.
El melón y la mujer malos son de conocer.
El gato escaldado del agua fría huye.
Dos amigos de una bolsa el uno canta y el otro llora.
Dicen los niños en el solejar lo que oyen a sus padres en el hogar.
De tal palo tal astilla.
De quien pone los ojos en el suelo no le fíes tu dinero.
Del dicho al hecho hay mucho trecho.
De la mano a la boca se pierde la sopa.
De hombres es errar de bestias perseverar en el error.
De dineros y bondad siempre quita la mitad.
Dame donde me siente que yo haré donde me acueste.
Niño criado de abuelo nunca bueno.
Costumbres y dineros hacen los hijos caballeros.
Con lo que sana Sancha Marta cae mala.
Compañía de tres no vale res.
Cien sastres y cien molineros y cien tejedores son tres cien ladrones.
Cada uno extiende la pierna como tiene la cubierta."
A2,"Historia 8
(Esta es la historia de Luisa una mujer que quiere comprarse unos zapatos nuevos)

A)
Luisa quiere comprarse unos zapatos nuevos.
Ella va a una tienda de zapatos.
Hay muchos zapatos bonitos ahí.
Luisa se prueba un par de zapatos azules.
Los zapatos azules están demasiado apretados.
Ella se prueba un par de zapatos negros.
Esos zapatos son muy cómodos.
Luisa pregunta cuánto cuestan los zapatos negros.
Los zapatos negros cuestan $450.
Luisa tristemente deja los zapatos y se va.
(Esta es la misma historia contada por Luisa)
B)
Yo quiero comprarme unos zapatos nuevos.
Yo voy a una tienda de zapatos.
Hay muchos zapatos bonitos ahí.
Yo me pruebo un par de zapatos azules.
Los zapatos azules están demasiado apretados.
Yo me pruebo un par de zapatos negros.
Esos zapatos son muy cómodos.
Yo pregunto cuánto cuestan los zapatos negros.
Los zapatos negros cuestan $450.
Yo tristemente dejo los zapatos y me voy."
